10000,100,0.068
10000,100,0.061
10000,100,0.061
10000,100,0.06
10000,100,0.059
10000,500,0.047
10000,500,0.047
10000,500,0.046
10000,500,0.046
10000,500,0.046
10000,1000,0.056
10000,1000,0.048
10000,1000,0.046
10000,1000,0.046
10000,1000,0.048
10000,5000,0.039
10000,5000,0.038
10000,5000,0.041
10000,5000,0.039
10000,5000,0.038
10000,10000,0.038
10000,10000,0.037
10000,10000,0.036
10000,10000,0.048
10000,10000,0.04
20000,100,0.147
20000,100,0.144
20000,100,0.143
20000,100,0.143
20000,100,0.145
20000,500,0.091
20000,500,0.103
20000,500,0.099
20000,500,0.092
20000,500,0.095
20000,1000,0.087
20000,1000,0.088
20000,1000,0.087
20000,1000,0.086
20000,1000,0.087
20000,5000,0.082
20000,5000,0.084
20000,5000,0.082
20000,5000,0.087
20000,5000,0.084
20000,10000,0.074
20000,10000,0.073
20000,10000,0.073
20000,10000,0.073
20000,10000,0.083
30000,100,0.27
30000,100,0.276
30000,100,0.273
30000,100,0.269
30000,100,0.271
30000,500,0.145
30000,500,0.147
30000,500,0.151
30000,500,0.143
30000,500,0.143
30000,1000,0.135
30000,1000,0.135
30000,1000,0.136
30000,1000,0.133
30000,1000,0.141
30000,5000,0.133
30000,5000,0.133
30000,5000,0.132
30000,5000,0.131
30000,5000,0.132
30000,10000,0.117
30000,10000,0.117
30000,10000,0.122
30000,10000,0.117
30000,10000,0.115
40000,100,0.443
40000,100,0.47
40000,100,0.45
40000,100,0.457
40000,100,0.461
40000,500,0.202
40000,500,0.201
40000,500,0.204
40000,500,0.203
40000,500,0.199
40000,1000,0.185
40000,1000,0.187
40000,1000,0.182
40000,1000,0.183
40000,1000,0.187
40000,5000,0.17
40000,5000,0.178
40000,5000,0.173
40000,5000,0.17
40000,5000,0.172
40000,10000,0.162
40000,10000,0.159
40000,10000,0.168
40000,10000,0.16
40000,10000,0.161
50000,100,0.67
50000,100,0.672
50000,100,0.672
50000,100,0.673
50000,100,0.668
50000,500,0.257
50000,500,0.257
50000,500,0.258
50000,500,0.257
50000,500,0.26
50000,1000,0.226
50000,1000,0.23
50000,1000,0.236
50000,1000,0.235
50000,1000,0.23
50000,5000,0.206
50000,5000,0.21
50000,5000,0.214
50000,5000,0.212
50000,5000,0.216
50000,10000,0.196
50000,10000,0.201
50000,10000,0.196
50000,10000,0.203
50000,10000,0.197
60000,100,0.876
60000,100,0.859
60000,100,0.885
60000,100,0.87
60000,100,0.863
60000,500,0.356
60000,500,0.335
60000,500,0.321
60000,500,0.327
60000,500,0.319
60000,1000,0.277
60000,1000,0.295
60000,1000,0.277
60000,1000,0.278
60000,1000,0.275
60000,5000,0.264
60000,5000,0.247
60000,5000,0.254
60000,5000,0.252
60000,5000,0.256
60000,10000,0.247
60000,10000,0.251
60000,10000,0.251
60000,10000,0.26
60000,10000,0.25
70000,100,1.156
70000,100,1.149
70000,100,1.156
70000,100,1.147
70000,100,1.168
70000,500,0.389
70000,500,0.396
70000,500,0.402
70000,500,0.397
70000,500,0.393
70000,1000,0.325
70000,1000,0.329
70000,1000,0.329
70000,1000,0.326
70000,1000,0.333
70000,5000,0.282
70000,5000,0.286
70000,5000,0.294
70000,5000,0.291
70000,5000,0.291
70000,10000,0.286
70000,10000,0.294
70000,10000,0.283
70000,10000,0.288
70000,10000,0.284
80000,100,1.446
80000,100,1.425
80000,100,1.426
80000,100,1.426
80000,100,1.424
80000,500,0.474
80000,500,0.484
80000,500,0.488
80000,500,0.478
80000,500,0.486
80000,1000,0.394
80000,1000,0.392
80000,1000,0.394
80000,1000,0.388
80000,1000,0.389
80000,5000,0.333
80000,5000,0.327
80000,5000,0.326
80000,5000,0.328
80000,5000,0.342
80000,10000,0.326
80000,10000,0.33
80000,10000,0.331
80000,10000,0.326
80000,10000,0.342
