75000,5000,454.489
75000,5000,450.774
75000,5000,455.909
75000,5000,454.346
75000,5000,451.554
75000,25000,6.065
75000,25000,6.064
75000,25000,6.042
75000,25000,6.117
75000,25000,6.084
75000,150000,3.321
75000,150000,3.372
75000,150000,3.329
75000,150000,3.281
75000,150000,3.299
75000,250000,3.333
75000,250000,3.3
75000,250000,3.3
75000,250000,3.321
75000,250000,3.306
150000,5000,1551.2
150000,5000,1549.973
150000,5000,1547.545
150000,5000,1523.156
150000,5000,1508.336
150000,25000,208.022
150000,25000,204.711
150000,25000,204.148
150000,25000,206.335
150000,25000,198.142
150000,150000,6.453
150000,150000,6.448
150000,150000,6.445
150000,150000,6.755
150000,150000,6.498
150000,250000,6.439
150000,250000,6.491
150000,250000,6.57
150000,250000,6.502
150000,250000,6.528
225000,5000,2725.331
225000,5000,2724.857
225000,5000,2720.42
225000,5000,2747.483
225000,5000,2724.752
225000,25000,669.083
225000,25000,674.54
225000,25000,661.44
225000,25000,678.876
225000,25000,655.257
225000,150000,9.878
225000,150000,9.694
225000,150000,9.756
225000,150000,10.179
225000,150000,9.764
225000,250000,9.68
225000,250000,9.789
225000,250000,9.717
225000,250000,9.769
225000,250000,9.764
300000,5000,4171.062
300000,5000,4185.8
300000,5000,4179.354
300000,5000,4203.873
300000,5000,4197.309
300000,25000,1365.745
300000,25000,1359.34
300000,25000,1356.939
300000,25000,1369.045
300000,25000,1377.716
300000,150000,13.233
300000,150000,13.169
300000,150000,13.089
300000,150000,13.161
300000,150000,13.033
300000,250000,13.123
300000,250000,13.041
300000,250000,13.186
300000,250000,12.961
300000,250000,13.148
375000,5000,5588.52
375000,5000,5566.519
375000,5000,5562.442
375000,5000,5561.742
375000,5000,5642.728
375000,25000,2226.276
375000,25000,2241.105
375000,25000,2226.982
375000,25000,2234.581
375000,25000,2224.186
375000,150000,22.586
375000,150000,22.674
375000,150000,22.725
375000,150000,22.609
375000,150000,22.902
375000,250000,16.396
375000,250000,16.241
375000,250000,16.43
375000,250000,16.537
375000,250000,16.381
