10000,2,0.603
10000,2,0.597
10000,2,0.63
10000,2,0.6
10000,2,0.591
20000,2,1.232
20000,2,1.229
20000,2,1.254
20000,2,1.235
20000,2,1.242
30000,2,1.804
30000,2,1.803
30000,2,1.786
30000,2,1.801
30000,2,1.784
40000,2,2.685
40000,2,3.021
40000,2,2.67
40000,2,2.673
40000,2,2.697
50000,2,3.184
50000,2,3.374
50000,2,3.631
50000,2,3.624
50000,2,3.633
60000,2,3.933
60000,2,3.758
60000,2,3.762
60000,2,3.739
60000,2,3.754
70000,2,4.328
70000,2,4.324
70000,2,4.6
70000,2,4.296
70000,2,4.886
80000,2,5.159
80000,2,5.717
80000,2,4.968
80000,2,5.33
80000,2,5.85
